txn_id,branch_id,city,amount,transaction_status,txn_date,customer_id
CHEB3_TXN_0001,CHE_B3,Chennai,5259.21,SUCCESS,2025-05-06,CUST4801
CHEB3_TXN_0002,CHE_B3,Chennai,871.13,SUCCESS,2025-05-03,CUST7404
CHEB3_TXN_0003,CHE_B3,Chennai,2570.69,SUCCESS,2025-05-02,CUST1705
CHEB3_TXN_0004,CHE_B3,Chennai,2770.73,SUCCESS,2025-05-01,CUST6238
CHEB3_TXN_0005,CHE_B3,Chennai,6792.13,SUCCESS,2025-05-03,CUST3162
CHEB3_TXN_0006,CHE_B3,Chennai,2885.86,SUCCESS,2025-05-02,CUST8226
CHEB3_TXN_0007,CHE_B3,Chennai,7621.34,FAILED,2025-05-02,CUST7962
CHEB3_TXN_0008,CHE_B3,Chennai,8320.58,FAILED,2025-05-05,CUST4941
CHEB3_TXN_0009,CHE_B3,Chennai,6187.45,SUCCESS,2025-05-04,CUST9941
CHEB3_TXN_0010,CHE_B3,Chennai,1119.05,SUCCESS,2025-05-05,CUST6315
CHEB3_TXN_0011,CHE_B3,Chennai,6726.17,SUCCESS,2025-05-07,CUST5167
CHEB3_TXN_0012,CHE_B3,Chennai,8386.71,SUCCESS,2025-05-04,CUST3987
CHEB3_TXN_0013,CHE_B3,Chennai,6322.95,SUCCESS,2025-05-05,CUST3152
CHEB3_TXN_0014,CHE_B3,Chennai,601.35,SUCCESS,2025-05-06,CUST4895
CHEB3_TXN_0015,CHE_B3,Chennai,8115.56,FAILED,2025-05-01,CUST9180
CHEB3_TXN_0016,CHE_B3,Chennai,1857.61,SUCCESS,2025-05-06,CUST4652
CHEB3_TXN_0017,CHE_B3,Chennai,8457.64,SUCCESS,2025-05-03,CUST7190
CHEB3_TXN_0018,CHE_B3,Chennai,2355.02,SUCCESS,2025-05-02,CUST1799
CHEB3_TXN_0019,CHE_B3,Chennai,404.02,SUCCESS,2025-05-01,CUST7577
CHEB3_TXN_0020,CHE_B3,Chennai,8885.1,SUCCESS,2025-05-05,CUST3966
CHEB3_TXN_0021,CHE_B3,Chennai,3524.45,SUCCESS,2025-05-04,CUST9052
CHEB3_TXN_0022,CHE_B3,Chennai,717.67,SUCCESS,2025-05-04,CUST2897
CHEB3_TXN_0023,CHE_B3,Chennai,1135.21,PENDING,2025-05-07,CUST3647
CHEB3_TXN_0024,CHE_B3,Chennai,5488.61,SUCCESS,2025-05-01,CUST1518
CHEB3_TXN_0025,CHE_B3,Chennai,119.79,SUCCESS,2025-05-04,CUST2458
CHEB3_TXN_0026,CHE_B3,Chennai,3645.39,PENDING,2025-05-05,CUST3094
CHEB3_TXN_0027,CHE_B3,Chennai,6076.55,SUCCESS,2025-05-05,CUST4022
CHEB3_TXN_0028,CHE_B3,Chennai,9690.24,FAILED,2025-05-03,CUST8390
CHEB3_TXN_0029,CHE_B3,Chennai,1877.19,PENDING,2025-05-03,CUST9540
CHEB3_TXN_0030,CHE_B3,Chennai,4316.58,SUCCESS,2025-05-05,CUST6860
CHEB3_TXN_0031,CHE_B3,Chennai,2724.04,FAILED,2025-05-05,CUST4975
CHEB3_TXN_0032,CHE_B3,Chennai,3621.44,SUCCESS,2025-05-05,CUST1145
CHEB3_TXN_0033,CHE_B3,Chennai,3836.64,PENDING,2025-05-04,CUST8937
CHEB3_TXN_0034,CHE_B3,Chennai,3378.86,FAILED,2025-05-03,CUST6954
CHEB3_TXN_0035,CHE_B3,Chennai,1180.7,PENDING,2025-05-03,CUST7628
CHEB3_TXN_0036,CHE_B3,Chennai,2816.87,SUCCESS,2025-05-01,CUST7121
CHEB3_TXN_0037,CHE_B3,Chennai,7677.22,SUCCESS,2025-05-07,CUST4866
CHEB3_TXN_0038,CHE_B3,Chennai,5169.85,SUCCESS,2025-05-07,CUST4674
CHEB3_TXN_0039,CHE_B3,Chennai,7484.2,SUCCESS,2025-05-03,CUST3059
CHEB3_TXN_0040,CHE_B3,Chennai,8401.24,SUCCESS,2025-05-06,CUST9866
CHEB3_TXN_0041,CHE_B3,Chennai,5306.6,SUCCESS,2025-05-07,CUST7015
CHEB3_TXN_0042,CHE_B3,Chennai,7857.15,SUCCESS,2025-05-07,CUST2424
CHEB3_TXN_0043,CHE_B3,Chennai,6201.98,SUCCESS,2025-05-05,CUST7032
CHEB3_TXN_0044,CHE_B3,Chennai,3068.11,FAILED,2025-05-02,CUST5264
CHEB3_TXN_0045,CHE_B3,Chennai,2031.45,SUCCESS,2025-05-05,CUST8982
CHEB3_TXN_0046,CHE_B3,Chennai,8404.43,SUCCESS,2025-05-01,CUST2723
CHEB3_TXN_0047,CHE_B3,Chennai,8568.24,FAILED,2025-05-02,CUST1635
CHEB3_TXN_0048,CHE_B3,Chennai,5665.99,SUCCESS,2025-05-01,CUST7690
CHEB3_TXN_0049,CHE_B3,Chennai,830.66,SUCCESS,2025-05-05,CUST3483
CHEB3_TXN_0050,CHE_B3,Chennai,2704.7,FAILED,2025-05-04,CUST7310
CHEB3_TXN_0051,CHE_B3,Chennai,1320.44,SUCCESS,2025-05-05,CUST9209
CHEB3_TXN_0052,CHE_B3,Chennai,4097.51,SUCCESS,2025-05-06,CUST2866
CHEB3_TXN_0053,CHE_B3,Chennai,9315.53,PENDING,2025-05-01,CUST5340
CHEB3_TXN_0054,CHE_B3,Chennai,2488.14,SUCCESS,2025-05-02,CUST6247
CHEB3_TXN_0055,CHE_B3,Chennai,9331.4,SUCCESS,2025-05-03,CUST7434
CHEB3_TXN_0056,CHE_B3,Chennai,7196.67,SUCCESS,2025-05-04,CUST1224
CHEB3_TXN_0057,CHE_B3,Chennai,6328.5,FAILED,2025-05-05,CUST8796
CHEB3_TXN_0058,CHE_B3,Chennai,8362.02,SUCCESS,2025-05-07,CUST1755
CHEB3_TXN_0059,CHE_B3,Chennai,3661.39,SUCCESS,2025-05-06,CUST1458
CHEB3_TXN_0060,CHE_B3,Chennai,1994.59,SUCCESS,2025-05-05,CUST8460
CHEB3_TXN_0061,CHE_B3,Chennai,9289.63,SUCCESS,2025-05-05,CUST1949
CHEB3_TXN_0062,CHE_B3,Chennai,6051.54,SUCCESS,2025-05-07,CUST3701
CHEB3_TXN_0063,CHE_B3,Chennai,5090.11,FAILED,2025-05-07,CUST3191
CHEB3_TXN_0064,CHE_B3,Chennai,7122.64,SUCCESS,2025-05-02,CUST8266
CHEB3_TXN_0065,CHE_B3,Chennai,5673.76,FAILED,2025-05-01,CUST9757
CHEB3_TXN_0066,CHE_B3,Chennai,5471.84,FAILED,2025-05-01,CUST1823
CHEB3_TXN_0067,CHE_B3,Chennai,7729.74,FAILED,2025-05-07,CUST9671
CHEB3_TXN_0068,CHE_B3,Chennai,3782.98,FAILED,2025-05-07,CUST5043
CHEB3_TXN_0069,CHE_B3,Chennai,6710.12,SUCCESS,2025-05-01,CUST6634
CHEB3_TXN_0070,CHE_B3,Chennai,4602.96,FAILED,2025-05-01,CUST1599
CHEB3_TXN_0071,CHE_B3,Chennai,1773.96,SUCCESS,2025-05-05,CUST7187
CHEB3_TXN_0072,CHE_B3,Chennai,4704.17,SUCCESS,2025-05-07,CUST3069
CHEB3_TXN_0073,CHE_B3,Chennai,2190.35,SUCCESS,2025-05-07,CUST8538
CHEB3_TXN_0074,CHE_B3,Chennai,3507.72,SUCCESS,2025-05-03,CUST7267
CHEB3_TXN_0075,CHE_B3,Chennai,1736.33,SUCCESS,2025-05-01,CUST9784
CHEB3_TXN_0076,CHE_B3,Chennai,9633.27,SUCCESS,2025-05-04,CUST6932
CHEB3_TXN_0077,CHE_B3,Chennai,3441.09,SUCCESS,2025-05-05,CUST8333
CHEB3_TXN_0078,CHE_B3,Chennai,3474.72,SUCCESS,2025-05-01,CUST2168
CHEB3_TXN_0079,CHE_B3,Chennai,7797.91,PENDING,2025-05-02,CUST6317
CHEB3_TXN_0080,CHE_B3,Chennai,6934.01,FAILED,2025-05-01,CUST4769
CHEB3_TXN_0081,CHE_B3,Chennai,7008.43,SUCCESS,2025-05-02,CUST2368
CHEB3_TXN_0082,CHE_B3,Chennai,9458.8,PENDING,2025-05-01,CUST2136
CHEB3_TXN_0083,CHE_B3,Chennai,1987.05,FAILED,2025-05-05,CUST8009
CHEB3_TXN_0084,CHE_B3,Chennai,6635.5,SUCCESS,2025-05-03,CUST9952
CHEB3_TXN_0085,CHE_B3,Chennai,1257.82,PENDING,2025-05-06,CUST3055
CHEB3_TXN_0086,CHE_B3,Chennai,9089.92,FAILED,2025-05-04,CUST2965
CHEB3_TXN_0087,CHE_B3,Chennai,277.62,SUCCESS,2025-05-04,CUST2899
CHEB3_TXN_0088,CHE_B3,Chennai,3162.72,SUCCESS,2025-05-07,CUST8279
CHEB3_TXN_0089,CHE_B3,Chennai,3550.23,SUCCESS,2025-05-06,CUST4668
CHEB3_TXN_0090,CHE_B3,Chennai,8281.69,SUCCESS,2025-05-01,CUST7551
CHEB3_TXN_0091,CHE_B3,Chennai,2137.09,FAILED,2025-05-04,CUST7357
CHEB3_TXN_0092,CHE_B3,Chennai,7661.03,SUCCESS,2025-05-05,CUST6075
CHEB3_TXN_0093,CHE_B3,Chennai,3221.43,SUCCESS,2025-05-03,CUST2999
CHEB3_TXN_0094,CHE_B3,Chennai,8744.33,FAILED,2025-05-07,CUST9442
CHEB3_TXN_0095,CHE_B3,Chennai,8823.42,FAILED,2025-05-02,CUST5050
CHEB3_TXN_0096,CHE_B3,Chennai,1115.9,SUCCESS,2025-05-02,CUST3058
CHEB3_TXN_0097,CHE_B3,Chennai,3498.9,SUCCESS,2025-05-01,CUST9724
CHEB3_TXN_0098,CHE_B3,Chennai,5702.62,FAILED,2025-05-05,CUST3995
CHEB3_TXN_0099,CHE_B3,Chennai,6016.07,FAILED,2025-05-02,CUST9224
CHEB3_TXN_0100,CHE_B3,Chennai,4180.9,PENDING,2025-05-05,CUST9806
CHEB3_TXN_0101,CHE_B3,Chennai,9300.06,SUCCESS,2025-05-07,CUST9101
CHEB3_TXN_0102,CHE_B3,Chennai,1560.02,SUCCESS,2025-05-01,CUST7429
CHEB3_TXN_0103,CHE_B3,Chennai,7720.89,SUCCESS,2025-05-02,CUST6582
CHEB3_TXN_0104,CHE_B3,Chennai,9563.58,SUCCESS,2025-05-05,CUST6190
CHEB3_TXN_0105,CHE_B3,Chennai,9929.12,FAILED,2025-05-03,CUST3854
CHEB3_TXN_0106,CHE_B3,Chennai,6287.08,FAILED,2025-05-05,CUST2631
CHEB3_TXN_0107,CHE_B3,Chennai,5771.97,SUCCESS,2025-05-04,CUST7642
CHEB3_TXN_0108,CHE_B3,Chennai,4802.17,SUCCESS,2025-05-05,CUST6064
CHEB3_TXN_0109,CHE_B3,Chennai,5187.14,FAILED,2025-05-04,CUST3753
CHEB3_TXN_0110,CHE_B3,Chennai,3542.18,SUCCESS,2025-05-01,CUST4984
CHEB3_TXN_0111,CHE_B3,Chennai,5850.86,SUCCESS,2025-05-03,CUST3280
CHEB3_TXN_0112,CHE_B3,Chennai,8423.65,SUCCESS,2025-05-04,CUST9291
CHEB3_TXN_0113,CHE_B3,Chennai,4481.62,SUCCESS,2025-05-02,CUST6620
CHEB3_TXN_0114,CHE_B3,Chennai,4270.9,PENDING,2025-05-04,CUST3913
CHEB3_TXN_0115,CHE_B3,Chennai,4127.52,SUCCESS,2025-05-02,CUST2144
CHEB3_TXN_0116,CHE_B3,Chennai,8216.92,SUCCESS,2025-05-03,CUST5310
CHEB3_TXN_0117,CHE_B3,Chennai,4984.59,SUCCESS,2025-05-04,CUST2813
CHEB3_TXN_0118,CHE_B3,Chennai,6090.91,SUCCESS,2025-05-05,CUST5943
CHEB3_TXN_0119,CHE_B3,Chennai,1667.05,FAILED,2025-05-05,CUST4153
CHEB3_TXN_0120,CHE_B3,Chennai,7282.06,PENDING,2025-05-04,CUST9696
CHEB3_TXN_0121,CHE_B3,Chennai,6103.35,SUCCESS,2025-05-05,CUST9474
CHEB3_TXN_0122,CHE_B3,Chennai,882.64,SUCCESS,2025-05-01,CUST4798
CHEB3_TXN_0123,CHE_B3,Chennai,9053.37,SUCCESS,2025-05-05,CUST9250
CHEB3_TXN_0124,CHE_B3,Chennai,6115.23,SUCCESS,2025-05-04,CUST3640
CHEB3_TXN_0125,CHE_B3,Chennai,2298.5,SUCCESS,2025-05-01,CUST5338
CHEB3_TXN_0126,CHE_B3,Chennai,4394.41,SUCCESS,2025-05-07,CUST9544
CHEB3_TXN_0127,CHE_B3,Chennai,8699.84,SUCCESS,2025-05-07,CUST4739
CHEB3_TXN_0128,CHE_B3,Chennai,5097.8,SUCCESS,2025-05-07,CUST9700
CHEB3_TXN_0129,CHE_B3,Chennai,4750.66,FAILED,2025-05-07,CUST4529
CHEB3_TXN_0130,CHE_B3,Chennai,9581.43,FAILED,2025-05-01,CUST3770
CHEB3_TXN_0131,CHE_B3,Chennai,3573.16,FAILED,2025-05-04,CUST7665
CHEB3_TXN_0132,CHE_B3,Chennai,3295.81,FAILED,2025-05-05,CUST2498
CHEB3_TXN_0133,CHE_B3,Chennai,4026.71,PENDING,2025-05-01,CUST3744
CHEB3_TXN_0134,CHE_B3,Chennai,9249.52,SUCCESS,2025-05-02,CUST1144
CHEB3_TXN_0135,CHE_B3,Chennai,4565.47,SUCCESS,2025-05-05,CUST7448
CHEB3_TXN_0136,CHE_B3,Chennai,5782.45,SUCCESS,2025-05-04,CUST4867
CHEB3_TXN_0137,CHE_B3,Chennai,1165.88,SUCCESS,2025-05-03,CUST1641
CHEB3_TXN_0138,CHE_B3,Chennai,9132.51,SUCCESS,2025-05-06,CUST5461
CHEB3_TXN_0139,CHE_B3,Chennai,3398.63,PENDING,2025-05-07,CUST7099
CHEB3_TXN_0140,CHE_B3,Chennai,4512.96,SUCCESS,2025-05-05,CUST8250
CHEB3_TXN_0141,CHE_B3,Chennai,1373.75,FAILED,2025-05-05,CUST3692
CHEB3_TXN_0142,CHE_B3,Chennai,2111.3,SUCCESS,2025-05-05,CUST6380
CHEB3_TXN_0143,CHE_B3,Chennai,4266.82,SUCCESS,2025-05-06,CUST6224
